tick,block_id,erase_count,valid_pages,invalid_pages,retention_ticks,temp_c,rber,error_bits,uncorrectable
5896,1,167,2,4,25,40,0.001707,0,0
5896,2,167,1,0,1,41,0.001713,1,0
5896,3,167,5,1,20,39,0.001523,0,0
5896,4,166,3,3,14,38,0.001338,0,0
5896,5,161,2,4,31,41,0.001788,0,0
5957,0,169,5,1,11,41,0.001823,0,0
5957,1,170,3,0,6,41,0.001808,0,0
5957,2,169,1,0,1,43,0.002121,0,0
5957,3,169,3,3,16,39,0.001535,0,0
5957,4,168,1,5,21,40,0.001701,2,1
5957,5,162,2,4,39,42,0.002049,0,0
6016,0,171,3,1,4,43,0.002196,0,0
6016,1,171,2,4,22,41,0.001944,0,0
6016,2,170,4,2,16,40,0.001708,0,0
6016,3,171,2,0,9,39,0.001529,0,0
6016,4,169,1,5,41,42,0.002239,0,0
6016,5,164,3,3,28,40,0.001666,0,0
6076,0,173,3,3,22,40,0.001808,1,0
6076,1,173,4,0,4,43,0.002246,0,0
6076,2,172,3,3,16,39,0.001589,0,0
6076,3,173,2,1,9,38,0.001422,0,0
6076,4,170,2,4,52,42,0.002353,1,0
6076,5,165,1,5,40,41,0.001936,1,0
6137,0,175,1,5,27,43,0.002507,1,0
6137,1,175,4,0,4,41,0.001898,0,0
6137,2,174,4,2,15,38,0.001472,0,0
6137,3,175,2,1,10,41,0.001943,0,0
6137,4,171,3,3,21,42,0.002131,0,0
6137,5,167,1,5,39,39,0.001632,0,0
6198,0,177,0,3,18,43,0.002479,1,0
6198,1,176,3,3,48,39,0.001866,0,0
6198,2,176,5,1,12,42,0.002178,1,0
6198,3,177,0,0,1,39,0.001585,0,0
6198,4,172,2,4,36,41,0.002069,3,1
6198,5,170,5,1,7,39,0.001500,0,0
6258,0,179,0,2,13,42,0.002260,1,0
6258,1,178,6,0,8,42,0.002193,1,0
6258,2,177,2,4,39,39,0.001828,0,0
6258,3,178,3,3,25,39,0.001757,0,0
6258,4,174,2,0,2,43,0.002253,1,0
6258,5,172,2,4,19,39,0.001607,0,0
6319,0,180,3,3,20,39,0.001763,1,0
6319,1,181,0,0,3,43,0.002444,2,1
6319,2,180,2,4,14,42,0.002294,0,0
6319,3,179,2,4,46,38,0.001741,0,0
6319,4,175,2,4,25,41,0.002057,0,0
6319,5,174,6,0,9,41,0.001914,2,1
6380,0,182,2,4,23,38,0.001656,0,0
6380,1,182,2,4,35,43,0.002787,2,1
6380,2,182,1,1,18,42,0.002380,1,0
6380,3,181,5,0,7,39,0.001696,0,0
6380,4,177,4,2,13,40,0.001827,0,0
6380,5,176,1,0,1,41,0.001897,1,0
6439,0,184,4,2,22,42,0.002469,1,0
6439,1,184,1,1,9,41,0.002136,0,0
6439,2,183,1,5,41,40,0.002162,0,0
6439,3,182,4,2,16,43,0.002598,1,0
6439,4,179,4,0,4,38,0.001491,0,0
6439,5,177,1,5,29,39,0.001764,1,0
6498,0,186,2,0,12,39,0.001824,0,0
6498,1,185,1,5,32,41,0.002353,0,0
6498,2,185,3,3,19,41,0.002243,1,0
6498,3,184,4,1,5,43,0.002544,1,0
6498,4,180,2,4,26,38,0.001639,0,0
6498,5,178,3,3,51,43,0.002821,0,0
6558,0,187,4,2,41,40,0.002256,0,0
6558,1,187,4,2,10,40,0.002012,1,0
6558,2,187,0,0,4,41,0.002162,2,1
6558,3,185,1,5,29,39,0.001924,1,0
6558,4,182,3,3,17,38,0.001619,1,0
6558,5,180,3,3,23,43,0.002610,1,0
6618,0,189,2,0,17,40,0.002111,0,0
6618,1,188,2,4,46,42,0.002808,1,0
6618,2,188,2,4,22,41,0.002342,0,0
6618,3,187,2,4,27,43,0.002856,1,0
6618,4,184,2,3,11,43,0.002604,1,0
6618,5,182,5,0,5,43,0.002490,0,0
6679,0,191,2,1,13,38,0.001755,0,0
6679,1,190,2,4,32,40,0.002255,0,0
6679,2,190,2,4,19,43,0.002861,0,0
6679,3,188,5,0,7,42,0.002432,1,0
6679,4,186,2,4,26,39,0.001923,2,1
6679,5,184,2,0,2,38,0.001561,0,0
6738,0,193,0,0,5,38,0.001736,1,0
6738,1,192,5,1,36,38,0.001930,1,0
6738,2,191,1,5,49,40,0.002419,0,0
6738,3,189,2,4,23,39,0.001963,1,0
6738,4,188,3,3,17,42,0.002528,1,0
6738,5,185,4,2,11,42,0.002393,0,0
6798,0,194,2,0,2,41,0.002308,1,0
6798,1,194,3,0,8,39,0.001953,0,0
6798,2,193,3,3,39,42,0.002886,0,0
6798,3,191,1,5,19,43,0.002891,1,0
6798,4,189,2,4,26,39,0.001985,0,0
6798,5,187,4,2,14,43,0.002720,1,0
6858,0,195,3,3,39,43,0.003241,1,0
6858,1,195,2,4,29,43,0.003126,3,1
6858,2,195,0,1,12,38,0.001821,1,0
6858,3,193,1,5,24,41,0.002485,1,0
6858,4,191,5,1,18,42,0.002618,1,0
6858,5,189,4,1,5,38,0.001666,0,0
6918,0,197,4,1,20,43,0.003086,1,0
6918,1,197,0,0,3,41,0.002389,0,0
6918,2,196,3,3,15,40,0.002252,1,0
6918,3,195,2,4,33,42,0.002883,1,0
6918,4,193,4,2,10,41,0.002357,1,0
6918,5,190,2,4,27,43,0.002947,1,0
6978,0,198,2,4,46,43,0.003424,0,0
6978,1,198,3,3,29,40,0.002421,0,0
6978,2,198,1,0,5,43,0.002943,3,1
6978,3,197,1,5,23,42,0.002837,1,0
6978,4,195,3,3,17,38,0.001856,0,0
6978,5,192,5,1,11,42,0.002576,2,1
7039,0,200,3,3,24,41,0.002668,0,0
7039,1,200,4,0,13,39,0.002115,1,0
7039,2,200,0,0,1,42,0.002687,0,0
7039,3,199,4,2,7,42,0.002724,0,0
7039,4,197,2,4,19,38,0.001909,1,0
7039,5,193,2,4,31,41,0.002550,1,0
7099,0,201,3,3,38,40,0.002577,0,0
7099,1,202,2,0,8,43,0.003099,0,0
7099,2,201,4,2,20,38,0.001995,1,0
7099,3,201,4,2,14,43,0.003140,1,0
7099,4,200,2,0,2,41,0.002452,2,1
7099,5,194,0,6,44,38,0.002027,1,0
7159,0,203,6,0,18,42,0.002957,1,0
7159,1,202,1,5,68,43,0.003837,1,0
7159,2,203,2,0,6,38,0.001928,0,0
7159,3,202,2,4,37,41,0.002853,1,0
7159,4,202,3,3,12,42,0.002861,0,0
7159,5,197,1,0,1,41,0.002370,0,0
7218,0,205,0,0,5,42,0.002868,0,0
7218,1,204,2,4,17,43,0.003272,1,0
7218,2,204,5,1,11,39,0.002184,2,1
7218,3,204,5,1,23,41,0.002766,2,1
7218,4,203,3,3,41,41,0.002923,5,1
7218,5,198,0,6,35,40,0.002474,1,0
