tick,block_id,erase_count,valid_pages,invalid_pages,retention_ticks,temp_c,rber,error_bits,uncorrectable,error_bits_rolling_mean,rber_rolling_mean,error_bits_slope,rber_slope,garbage_ratio,cycles_until_failure,rul_censored
5353,1,151,1,5,32,43,0.001922,0,0,0.0,0.0013826666666666666,0.0,0.0008700000000000001,0.8333333331944445,,1
5413,1,153,1,5,28,40,0.001459,1,0,0.3333333333333333,0.0014776666666666664,1.0,-0.0004630000000000001,0.8333333331944445,,1
5473,1,155,4,2,16,41,0.001573,0,0,0.3333333333333333,0.0016513333333333334,-1.0,0.00011399999999999995,0.33333333327777775,,1
5533,1,157,0,0,4,38,0.001156,0,0,0.3333333333333333,0.0013959999999999999,0.0,-0.00041700000000000005,0.0,,1
5593,1,158,2,4,34,38,0.00131,2,1,0.6666666666666666,0.001346333333333333,2.0,0.00015400000000000006,0.6666666665555555,,1
5654,1,160,4,2,26,38,0.001304,0,0,0.6666666666666666,0.0012566666666666666,-2.0,-5.999999999999929e-06,0.33333333327777775,,1
5714,1,162,3,3,22,42,0.001926,0,0,0.6666666666666666,0.0015133333333333333,0.0,0.0006219999999999999,0.49999999991666666,,1
5774,1,164,1,1,24,38,0.001357,0,0,0.0,0.001529,0.0,-0.0005690000000000001,0.49999999975,,1
5835,1,165,5,1,9,38,0.001297,0,0,0.0,0.0015266666666666666,0.0,-5.999999999999994e-05,0.16666666663888888,,1
5896,1,167,2,4,25,40,0.001707,0,0,0.0,0.0014536666666666667,0.0,0.00041,0.6666666665555555,,1
5957,1,170,3,0,6,41,0.001808,0,0,0.0,0.0016039999999999997,0.0,0.00010099999999999996,0.0,,1
6016,1,171,2,4,22,41,0.001944,0,0,0.0,0.0018196666666666665,0.0,0.00013600000000000005,0.6666666665555555,,1
6076,1,173,4,0,4,43,0.002246,0,0,0.0,0.0019993333333333334,0.0,0.0003020000000000002,0.0,,1
6137,1,175,4,0,4,41,0.001898,0,0,0.0,0.002029333333333333,0.0,-0.0003480000000000002,0.0,,1
6198,1,176,3,3,48,39,0.001866,0,0,0.0,0.0020033333333333335,0.0,-3.199999999999991e-05,0.49999999991666666,,1
6258,1,178,6,0,8,42,0.002193,1,0,0.3333333333333333,0.001985666666666667,1.0,0.00032700000000000003,0.0,,1
6319,1,181,0,0,3,43,0.002444,2,1,1.0,0.0021676666666666667,1.0,0.0002509999999999999,0.0,,1
6380,1,182,2,4,35,43,0.002787,2,1,1.6666666666666667,0.0024746666666666667,0.0,0.000343,0.6666666665555555,,1
6439,1,184,1,1,9,41,0.002136,0,0,1.3333333333333333,0.0024556666666666663,-2.0,-0.0006510000000000001,0.49999999975,,1
6498,1,185,1,5,32,41,0.002353,0,0,0.6666666666666666,0.0024253333333333336,0.0,0.00021700000000000018,0.8333333331944445,,1
6558,1,187,4,2,10,40,0.002012,1,0,0.3333333333333333,0.002167,1.0,-0.00034100000000000016,0.33333333327777775,,1
6618,1,188,2,4,46,42,0.002808,1,0,0.6666666666666666,0.0023910000000000003,0.0,0.0007960000000000003,0.6666666665555555,,1
6679,1,190,2,4,32,40,0.002255,0,0,0.6666666666666666,0.0023583333333333334,-1.0,-0.0005530000000000001,0.6666666665555555,,1
6738,1,192,5,1,36,38,0.00193,1,0,0.6666666666666666,0.002331,1.0,-0.000325,0.16666666663888888,,1
6798,1,194,3,0,8,39,0.001953,0,0,0.3333333333333333,0.0020459999999999996,-1.0,2.3000000000000017e-05,0.0,,1
6858,1,195,2,4,29,43,0.003126,3,1,1.3333333333333333,0.002336333333333333,3.0,0.0011729999999999998,0.6666666665555555,,1
6918,1,197,0,0,3,41,0.002389,0,0,1.0,0.0024893333333333334,-3.0,-0.0007369999999999998,0.0,,1
6978,1,198,3,3,29,40,0.002421,0,0,1.0,0.0026453333333333333,0.0,3.199999999999991e-05,0.49999999991666666,,1
7039,1,200,4,0,13,39,0.002115,1,0,0.3333333333333333,0.0023083333333333332,1.0,-0.00030599999999999985,0.0,,1
7099,1,202,2,0,8,43,0.003099,0,0,0.3333333333333333,0.002545,-1.0,0.000984,0.0,,1
7159,1,202,1,5,68,43,0.003837,1,0,0.6666666666666666,0.003017,1.0,0.0007379999999999999,0.8333333331944445,,1
7218,1,204,2,4,17,43,0.003272,1,0,0.6666666666666666,0.0034026666666666667,0.0,-0.000565,0.6666666665555555,,1
54,2,1,1,0,1,39,2.9e-05,0,0,0.0,2.9e-05,0.0,0.0,0.0,115.0,0
113,2,2,2,4,30,43,5e-05,0,0,0.0,3.95e-05,0.0,2.1000000000000002e-05,0.6666666665555555,114.0,0
173,2,4,5,1,11,39,3.6e-05,0,0,0.0,3.8333333333333334e-05,0.0,-1.4000000000000001e-05,0.16666666663888888,112.0,0
233,2,6,1,0,4,41,4.7e-05,0,0,0.0,4.433333333333334e-05,0.0,1.0999999999999996e-05,0.0,110.0,0
293,2,7,2,4,17,42,5.7e-05,0,0,0.0,4.666666666666667e-05,0.0,1.0000000000000006e-05,0.6666666665555555,109.0,0
353,2,9,4,2,21,40,5.3e-05,0,0,0.0,5.233333333333333e-05,0.0,-4.000000000000002e-06,0.33333333327777775,107.0,0
413,2,11,2,0,7,41,6.1e-05,0,0,0.0,5.6999999999999996e-05,0.0,7.999999999999998e-06,0.0,105.0,0
473,2,13,0,0,1,40,5.9e-05,0,0,0.0,5.766666666666666e-05,0.0,-2.000000000000001e-06,0.0,103.0,0
533,2,14,3,3,19,39,6e-05,0,0,0.0,6e-05,0.0,1.000000000000004e-06,0.49999999991666666,102.0,0
593,2,16,3,1,22,42,8.9e-05,0,0,0.0,6.933333333333334e-05,0.0,2.8999999999999993e-05,0.2499999999375,100.0,0
652,2,17,3,3,16,40,7.5e-05,0,0,0.0,7.466666666666666e-05,0.0,-1.4000000000000001e-05,0.49999999991666666,99.0,0
713,2,18,1,5,48,38,7.2e-05,0,0,0.0,7.866666666666666e-05,0.0,-2.9999999999999916e-06,0.8333333331944445,98.0,0
773,2,20,3,3,20,41,9.4e-05,0,0,0.0,8.033333333333334e-05,0.0,2.1999999999999993e-05,0.49999999991666666,96.0,0
833,2,22,5,1,8,42,0.000107,0,0,0.0,9.1e-05,0.0,1.3000000000000004e-05,0.16666666663888888,94.0,0
894,2,24,3,3,23,40,0.000101,0,0,0.0,0.00010066666666666667,0.0,-5.999999999999997e-06,0.49999999991666666,92.0,0
954,2,26,3,1,4,42,0.000123,0,0,0.0,0.00011033333333333334,0.0,2.2000000000000006e-05,0.2499999999375,90.0,0
1015,2,28,3,3,24,38,9.7e-05,0,0,0.0,0.000107,0.0,-2.600000000000001e-05,0.49999999991666666,88.0,0
1074,2,29,1,5,36,42,0.000154,0,0,0.0,0.00012466666666666667,0.0,5.7e-05,0.8333333331944445,87.0,0
1134,2,31,2,4,20,39,0.000117,0,0,0.0,0.00012266666666666668,0.0,-3.7000000000000005e-05,0.6666666665555555,85.0,0
1195,2,33,3,3,19,38,0.000113,0,0,0.0,0.00012800000000000002,0.0,-4.000000000000002e-06,0.49999999991666666,83.0,0
1256,2,35,5,1,13,39,0.00013,0,0,0.0,0.00011999999999999999,0.0,1.6999999999999993e-05,0.16666666663888888,81.0,0
1316,2,37,2,1,3,38,0.000121,0,0,0.0,0.00012133333333333333,0.0,-8.999999999999988e-06,0.3333333332222222,79.0,0
1376,2,38,2,4,21,43,0.000215,0,0,0.0,0.00015533333333333333,0.0,9.4e-05,0.6666666665555555,78.0,0
1436,2,40,3,3,28,42,0.000213,0,0,0.0,0.000183,0.0,-1.9999999999999944e-06,0.49999999991666666,76.0,0
1497,2,42,2,3,15,43,0.000237,0,0,0.0,0.00022166666666666667,0.0,2.3999999999999987e-05,0.59999999988,74.0,0
1558,2,44,3,3,26,38,0.000163,0,0,0.0,0.00020433333333333336,0.0,-7.399999999999998e-05,0.49999999991666666,72.0,0
1618,2,46,2,0,9,43,0.00026,0,0,0.0,0.00022,0.0,9.699999999999997e-05,0.0,70.0,0
1678,2,48,0,0,4,42,0.000245,0,0,0.0,0.00022266666666666667,0.0,-1.4999999999999985e-05,0.0,68.0,0
1738,2,49,4,2,20,42,0.000267,0,0,0.0,0.0002573333333333333,0.0,2.1999999999999993e-05,0.33333333327777775,67.0,0
1798,2,51,0,0,4,42,0.000265,0,0,0.0,0.00025899999999999995,0.0,-1.9999999999999944e-06,0.0,65.0,0
1858,2,52,5,1,29,41,0.000272,0,0,0.0,0.000268,0.0,7.0000000000000075e-06,0.16666666663888888,64.0,0
1919,2,53,3,3,13,38,0.000198,0,0,0.0,0.000245,0.0,-7.400000000000001e-05,0.49999999991666666,63.0,0
1979,2,56,2,0,8,39,0.00023,0,0,0.0,0.00023333333333333333,0.0,3.200000000000002e-05,0.0,60.0,0
2039,2,57,2,4,31,38,0.000234,0,0,0.0,0.00022066666666666667,0.0,3.999999999999989e-06,0.6666666665555555,59.0,0
2100,2,59,4,2,20,40,0.000285,0,0,0.0,0.00024966666666666665,0.0,5.099999999999999e-05,0.33333333327777775,57.0,0
2160,2,61,5,0,8,40,0.000286,0,0,0.0,0.0002683333333333333,0.0,1.0000000000000243e-06,0.0,55.0,0
2221,2,63,5,1,14,41,0.000337,0,0,0.0,0.00030266666666666663,0.0,5.099999999999999e-05,0.16666666663888888,53.0,0
2282,2,65,2,0,8,38,0.000259,0,0,0.0,0.000294,0.0,-7.8e-05,0.0,51.0,0
2342,2,66,1,5,44,40,0.000367,0,0,0.0,0.000321,0.0,0.00010799999999999997,0.8333333331944445,50.0,0
2402,2,68,4,1,9,40,0.000337,1,0,0.3333333333333333,0.00032100000000000005,1.0,-2.999999999999997e-05,0.19999999996,48.0,0
2462,2,69,2,4,41,40,0.000388,0,0,0.3333333333333333,0.00036399999999999996,-1.0,5.099999999999999e-05,0.6666666665555555,47.0,0
2523,2,71,1,5,26,40,0.000384,0,0,0.3333333333333333,0.00036966666666666664,0.0,-3.999999999999989e-06,0.8333333331944445,45.0,0
2584,2,74,0,0,1,42,0.00045,0,0,0.0,0.00040733333333333333,0.0,6.599999999999998e-05,0.0,42.0,0
2643,2,75,5,0,5,38,0.000319,0,0,0.0,0.0003843333333333333,0.0,-0.00013099999999999999,0.0,41.0,0
2704,2,77,4,2,14,43,0.000554,0,0,0.0,0.000441,0.0,0.00023500000000000002,0.33333333327777775,39.0,0
2764,2,78,1,5,45,42,0.000576,0,0,0.0,0.000483,0.0,2.1999999999999993e-05,0.8333333331944445,38.0,0
2824,2,81,3,0,9,38,0.000366,0,0,0.0,0.0004986666666666667,0.0,-0.00021,0.0,35.0,0
2885,2,83,0,0,1,40,0.000446,0,0,0.0,0.0004626666666666666,0.0,7.999999999999999e-05,0.0,33.0,0
2945,2,84,1,5,39,38,0.000434,1,0,0.3333333333333333,0.0004153333333333333,1.0,-1.200000000000002e-05,0.8333333331944445,32.0,0
3005,2,87,0,0,3,38,0.000402,0,0,0.3333333333333333,0.00042733333333333333,-1.0,-3.1999999999999965e-05,0.0,29.0,0
3066,2,89,0,0,1,43,0.000666,0,0,0.3333333333333333,0.0005006666666666667,0.0,0.000264,0.0,27.0,0
3126,2,90,2,2,12,40,0.000532,0,0,0.0,0.0005333333333333335,0.0,-0.000134,0.499999999875,26.0,0
3186,2,91,1,5,26,42,0.000691,0,0,0.0,0.0006296666666666667,0.0,0.00015899999999999996,0.8333333331944445,25.0,0
3246,2,93,2,4,29,40,0.000599,0,0,0.0,0.0006073333333333333,0.0,-9.199999999999996e-05,0.6666666665555555,23.0,0
3307,2,95,0,3,32,38,0.000519,0,0,0.0,0.0006029999999999999,0.0,-7.999999999999999e-05,0.9999999996666666,21.0,0
3367,2,96,2,4,34,39,0.000585,1,0,0.3333333333333333,0.0005676666666666667,1.0,6.599999999999998e-05,0.6666666665555555,20.0,0
3427,2,98,3,3,27,42,0.000786,0,0,0.3333333333333333,0.00063,-1.0,0.000201,0.49999999991666666,18.0,0
3488,2,100,2,0,8,39,0.000569,0,0,0.3333333333333333,0.0006466666666666667,0.0,-0.00021700000000000007,0.0,16.0,0
3548,2,101,3,3,24,43,0.000901,0,0,0.0,0.000752,0.0,0.00033200000000000005,0.49999999991666666,15.0,0
3608,2,103,3,2,21,40,0.000692,0,0,0.0,0.0007206666666666667,0.0,-0.00020899999999999998,0.39999999992,13.0,0
3668,2,104,1,5,32,43,0.000976,0,0,0.0,0.0008563333333333334,0.0,0.00028399999999999996,0.8333333331944445,12.0,0
3728,2,107,0,0,1,42,0.000828,0,0,0.0,0.000832,0.0,-0.00014800000000000002,0.0,9.0,0
3787,2,108,0,0,5,42,0.000855,0,0,0.0,0.0008863333333333333,0.0,2.7000000000000006e-05,0.0,8.0,0
3848,2,110,1,1,20,40,0.000773,0,0,0.0,0.0008186666666666667,0.0,-8.199999999999993e-05,0.49999999975,6.0,0
3908,2,111,5,1,16,43,0.00103,0,0,0.0,0.000886,0.0,0.00025700000000000007,0.16666666663888888,5.0,0
3969,2,113,1,2,13,43,0.001051,1,0,0.3333333333333333,0.0009513333333333334,1.0,2.099999999999997e-05,0.6666666664444444,3.0,0
4029,2,114,2,4,32,42,0.001042,1,0,0.6666666666666666,0.001041,0.0,-9.00000000000011e-06,0.6666666665555555,2.0,0
4088,2,116,1,5,25,38,0.000715,2,1,1.3333333333333333,0.0009360000000000001,1.0,-0.0003269999999999999,0.8333333331944445,0.0,0
4148,2,118,2,0,10,42,0.001021,0,0,1.0,0.0009260000000000001,-2.0,0.00030599999999999996,0.0,,1
4209,2,119,1,5,44,42,0.001174,0,0,0.6666666666666666,0.00097,0.0,0.00015299999999999992,0.8333333331944445,,1
4269,2,121,3,3,22,39,0.00084,1,0,0.3333333333333333,0.0010116666666666668,1.0,-0.0003339999999999999,0.49999999991666666,,1
4329,2,123,3,0,3,40,0.000884,0,0,0.3333333333333333,0.000966,-1.0,4.3999999999999985e-05,0.0,,1
4390,2,125,0,3,14,39,0.000864,0,0,0.3333333333333333,0.0008626666666666666,0.0,-2.0000000000000052e-05,0.9999999996666666,,1
4450,2,126,2,4,34,40,0.001038,0,0,0.0,0.0009286666666666667,0.0,0.0001740000000000001,0.6666666665555555,,1
4510,2,128,3,3,29,42,0.00127,0,0,0.0,0.0010573333333333335,0.0,0.000232,0.49999999991666666,,1
4570,2,130,1,1,11,40,0.001009,0,0,0.0,0.0011056666666666665,0.0,-0.00026100000000000016,0.49999999975,,1
4631,2,131,2,4,26,38,0.000895,0,0,0.0,0.001058,0.0,-0.00011399999999999995,0.6666666665555555,,1
4691,2,133,2,4,40,38,0.000968,0,0,0.0,0.0009573333333333334,0.0,7.300000000000004e-05,0.6666666665555555,,1
4751,2,135,1,1,16,39,0.001003,1,0,0.3333333333333333,0.0009553333333333333,1.0,3.499999999999998e-05,0.49999999975,,1
4812,2,137,6,0,8,43,0.001463,1,0,0.6666666666666666,0.0011446666666666669,0.0,0.0004600000000000001,0.0,,1
4872,2,138,1,5,40,41,0.00138,1,0,1.0,0.001282,0.0,-8.300000000000017e-05,0.8333333331944445,,1
4932,2,140,5,1,28,42,0.001493,0,0,0.6666666666666666,0.0014453333333333332,-1.0,0.00011300000000000004,0.16666666663888888,,1
4992,2,141,3,3,40,43,0.001738,3,1,1.3333333333333333,0.0015370000000000002,3.0,0.000245,0.49999999991666666,,1
5053,2,142,5,1,14,39,0.001093,0,0,1.0,0.0014413333333333333,-3.0,-0.000645,0.16666666663888888,,1
5113,2,144,5,1,13,42,0.001488,0,0,1.0,0.0014396666666666666,0.0,0.00039499999999999995,0.16666666663888888,,1
5173,2,146,2,4,23,41,0.001442,0,0,0.0,0.001341,0.0,-4.6000000000000034e-05,0.6666666665555555,,1
5233,2,148,3,1,4,40,0.00125,0,0,0.0,0.0013933333333333332,0.0,-0.0001919999999999999,0.2499999999375,,1
5293,2,150,3,0,8,43,0.001734,1,0,0.3333333333333333,0.0014753333333333335,1.0,0.00048400000000000006,0.0,,1
5353,2,151,1,5,27,39,0.001289,0,0,0.3333333333333333,0.0014243333333333337,-1.0,-0.0004450000000000001,0.8333333331944445,,1
5413,2,153,4,2,22,43,0.001899,0,0,0.3333333333333333,0.0016406666666666668,0.0,0.0006100000000000001,0.33333333327777775,,1
5473,2,155,1,0,11,38,0.001159,0,0,0.0,0.001449,0.0,-0.00074,0.0,,1
5533,2,156,3,3,34,40,0.001547,0,0,0.0,0.001535,0.0,0.0003879999999999999,0.49999999991666666,,1
5593,2,158,2,4,11,43,0.001937,0,0,0.0,0.0015476666666666666,0.0,0.00038999999999999994,0.6666666665555555,,1
5654,2,161,0,0,1,39,0.001319,1,0,0.3333333333333333,0.001601,1.0,-0.0006179999999999998,0.0,,1
5714,2,162,3,3,16,40,0.001556,0,0,0.3333333333333333,0.0016040000000000002,-1.0,0.00023700000000000001,0.49999999991666666,,1
5774,2,163,3,3,42,38,0.001431,1,0,0.6666666666666666,0.0014353333333333334,1.0,-0.0001250000000000001,0.49999999991666666,,1
5835,2,165,3,3,20,38,0.001353,0,0,0.3333333333333333,0.0014466666666666666,-1.0,-7.799999999999994e-05,0.49999999991666666,,1
5896,2,167,1,0,1,41,0.001713,1,0,0.6666666666666666,0.0014990000000000001,1.0,0.00035999999999999986,0.0,,1
5957,2,169,1,0,1,43,0.002121,0,0,0.3333333333333333,0.0017290000000000003,-1.0,0.00040800000000000016,0.0,,1
6016,2,170,4,2,16,40,0.001708,0,0,0.3333333333333333,0.0018473333333333334,0.0,-0.00041299999999999996,0.33333333327777775,,1
6076,2,172,3,3,16,39,0.001589,0,0,0.0,0.001806,0.0,-0.00011900000000000018,0.49999999991666666,,1
6137,2,174,4,2,15,38,0.001472,0,0,0.0,0.0015896666666666665,0.0,-0.00011699999999999992,0.33333333327777775,,1
6198,2,176,5,1,12,42,0.002178,1,0,0.3333333333333333,0.0017463333333333332,1.0,0.0007059999999999998,0.16666666663888888,,1
6258,2,177,2,4,39,39,0.001828,0,0,0.3333333333333333,0.0018260000000000001,-1.0,-0.00034999999999999983,0.6666666665555555,,1
6319,2,180,2,4,14,42,0.002294,0,0,0.3333333333333333,0.0021,0.0,0.00046600000000000005,0.6666666665555555,,1
6380,2,182,1,1,18,42,0.00238,1,0,0.3333333333333333,0.0021673333333333336,1.0,8.600000000000014e-05,0.49999999975,,1
6439,2,183,1,5,41,40,0.002162,0,0,0.3333333333333333,0.002278666666666667,-1.0,-0.0002180000000000003,0.8333333331944445,,1
6498,2,185,3,3,19,41,0.002243,1,0,0.6666666666666666,0.002261666666666667,1.0,8.100000000000034e-05,0.49999999991666666,,1
6558,2,187,0,0,4,41,0.002162,2,1,1.0,0.0021890000000000004,1.0,-8.100000000000034e-05,0.0,,1
6618,2,188,2,4,22,41,0.002342,0,0,1.0,0.0022490000000000006,-2.0,0.00018000000000000004,0.6666666665555555,,1
6679,2,190,2,4,19,43,0.002861,0,0,0.6666666666666666,0.002455,0.0,0.0005189999999999999,0.6666666665555555,,1
6738,2,191,1,5,49,40,0.002419,0,0,0.0,0.0025406666666666668,0.0,-0.0004419999999999997,0.8333333331944445,,1
6798,2,193,3,3,39,42,0.002886,0,0,0.0,0.002722,0.0,0.00046699999999999997,0.49999999991666666,,1
6858,2,195,0,1,12,38,0.001821,1,0,0.3333333333333333,0.002375333333333334,1.0,-0.0010650000000000002,0.9999999989999999,,1
6918,2,196,3,3,15,40,0.002252,1,0,0.6666666666666666,0.0023196666666666674,0.0,0.0004310000000000002,0.49999999991666666,,1
6978,2,198,1,0,5,43,0.002943,3,1,1.6666666666666667,0.0023386666666666673,2.0,0.0006909999999999998,0.0,,1
7039,2,200,0,0,1,42,0.002687,0,0,1.3333333333333333,0.002627333333333334,-3.0,-0.0002559999999999997,0.0,,1
7099,2,201,4,2,20,38,0.001995,1,0,1.3333333333333333,0.002541666666666667,1.0,-0.0006920000000000003,0.33333333327777775,,1
7159,2,203,2,0,6,38,0.001928,0,0,0.3333333333333333,0.0022033333333333336,-1.0,-6.699999999999979e-05,0.0,,1
7218,2,204,5,1,11,39,0.002184,2,1,1.0,0.002035666666666667,2.0,0.00025600000000000015,0.16666666663888888,,1
54,3,1,1,0,8,38,2.7e-05,0,0,0.0,2.7e-05,0.0,0.0,0.0,96.0,0
113,3,2,1,5,24,43,4.9e-05,0,0,0.0,3.8e-05,0.0,2.2e-05,0.8333333331944445,95.0,0
173,3,4,2,4,30,39,3.8e-05,0,0,0.0,3.8e-05,0.0,-1.0999999999999996e-05,0.6666666665555555,93.0,0
233,3,5,2,4,35,40,4.5e-05,0,0,0.0,4.4000000000000006e-05,0.0,7.000000000000001e-06,0.6666666665555555,92.0,0
293,3,7,4,2,30,38,4.1e-05,0,0,0.0,4.133333333333333e-05,0.0,-4.000000000000002e-06,0.33333333327777775,90.0,0
353,3,8,5,1,15,40,4.9e-05,0,0,0.0,4.5e-05,0.0,7.999999999999998e-06,0.16666666663888888,89.0,0
413,3,10,1,0,1,42,6.2e-05,0,0,0.0,5.066666666666667e-05,0.0,1.3000000000000004e-05,0.0,87.0,0
473,3,11,2,4,31,43,8e-05,0,0,0.0,6.366666666666666e-05,0.0,1.8000000000000004e-05,0.6666666665555555,86.0,0
533,3,13,2,0,2,41,6.5e-05,0,0,0.0,6.9e-05,0.0,-1.5000000000000012e-05,0.0,84.0,0
593,3,14,2,4,16,42,7.9e-05,0,0,0.0,7.466666666666666e-05,0.0,1.4000000000000001e-05,0.6666666665555555,83.0,0
652,3,16,3,3,11,43,9.3e-05,0,0,0.0,7.9e-05,0.0,1.4000000000000001e-05,0.49999999991666666,81.0,0
713,3,18,3,3,15,43,0.000103,0,0,0.0,9.166666666666665e-05,0.0,9.999999999999999e-06,0.49999999991666666,79.0,0
773,3,20,4,2,15,40,8.4e-05,0,0,0.0,9.333333333333333e-05,0.0,-1.9e-05,0.33333333327777775,77.0,0
833,3,22,2,4,26,40,9.5e-05,0,0,0.0,9.400000000000001e-05,0.0,1.100000000000001e-05,0.6666666665555555,75.0,0
894,3,24,5,1,12,41,0.000107,0,0,0.0,9.533333333333334e-05,0.0,1.1999999999999994e-05,0.16666666663888888,73.0,0
954,3,26,3,3,22,42,0.000131,0,0,0.0,0.000111,0.0,2.4000000000000014e-05,0.49999999991666666,71.0,0
1015,3,28,3,0,8,38,9.1e-05,0,0,0.0,0.00010966666666666666,0.0,-4.000000000000001e-05,0.0,69.0,0
1074,3,29,2,4,29,39,0.000113,0,0,0.0,0.00011166666666666667,0.0,2.1999999999999993e-05,0.6666666665555555,68.0,0
1134,3,31,5,0,8,41,0.000135,0,0,0.0,0.000113,0.0,2.2000000000000006e-05,0.0,66.0,0
1195,3,32,2,4,35,39,0.000128,0,0,0.0,0.00012533333333333334,0.0,-7.0000000000000075e-06,0.6666666665555555,65.0,0
1256,3,35,1,0,1,42,0.000165,0,0,0.0,0.00014266666666666667,0.0,3.7000000000000005e-05,0.0,62.0,0
1316,3,36,4,2,28,43,0.000207,0,0,0.0,0.00016666666666666666,0.0,4.199999999999999e-05,0.33333333327777775,61.0,0
1376,3,38,5,1,10,40,0.000155,0,0,0.0,0.00017566666666666666,0.0,-5.199999999999999e-05,0.16666666663888888,59.0,0
1436,3,39,3,3,22,43,0.000223,0,0,0.0,0.000195,0.0,6.8e-05,0.49999999991666666,58.0,0
1497,3,41,4,1,10,41,0.000187,0,0,0.0,0.00018833333333333332,0.0,-3.600000000000001e-05,0.19999999996,56.0,0
1558,3,43,4,2,10,40,0.00018,0,0,0.0,0.00019666666666666669,0.0,-6.99999999999998e-06,0.33333333327777775,54.0,0
1618,3,45,3,3,15,40,0.000194,0,0,0.0,0.000187,0.0,1.3999999999999988e-05,0.49999999991666666,52.0,0
1678,3,46,0,6,41,43,0.000292,0,0,0.0,0.000222,0.0,9.8e-05,0.9999999998333333,51.0,0
1738,3,48,1,5,39,39,0.00021,0,0,0.0,0.000232,0.0,-8.199999999999999e-05,0.8333333331944445,49.0,0
1798,3,50,4,2,10,42,0.000264,0,0,0.0,0.0002553333333333334,0.0,5.400000000000001e-05,0.33333333327777775,47.0,0
1858,3,51,2,4,35,39,0.000224,0,0,0.0,0.0002326666666666667,0.0,-4.0000000000000024e-05,0.6666666665555555,46.0,0
1919,3,54,2,2,19,38,0.000207,0,0,0.0,0.00023166666666666667,0.0,-1.7000000000000007e-05,0.499999999875,43.0,0
1979,3,55,1,5,33,40,0.000271,0,0,0.0,0.00023399999999999997,0.0,6.399999999999998e-05,0.8333333331944445,42.0,0
2039,3,57,5,1,7,40,0.000258,0,0,0.0,0.0002453333333333333,0.0,-1.299999999999999e-05,0.16666666663888888,40.0,0
2100,3,59,1,0,1,39,0.000241,0,0,0.0,0.00025666666666666665,0.0,-1.699999999999998e-05,0.0,38.0,0
2160,3,61,0,0,3,42,0.000339,0,0,0.0,0.0002793333333333333,0.0,9.8e-05,0.0,36.0,0
2221,3,62,1,5,19,42,0.000369,0,0,0.0,0.00031633333333333334,0.0,3.0000000000000024e-05,0.8333333331944445,35.0,0
2282,3,64,1,5,25,39,0.000297,0,0,0.0,0.000335,0.0,-7.200000000000002e-05,0.8333333331944445,33.0,0
2342,3,66,3,1,9,40,0.000322,1,0,0.3333333333333333,0.0003293333333333334,1.0,2.500000000000001e-05,0.2499999999375,31.0,0
2402,3,68,2,1,21,41,0.000388,0,0,0.3333333333333333,0.0003356666666666667,-1.0,6.599999999999998e-05,0.3333333332222222,29.0,0
2462,3,69,3,3,19,38,0.000296,0,0,0.3333333333333333,0.0003353333333333333,0.0,-9.200000000000001e-05,0.49999999991666666,28.0,0
2523,3,71,5,1,9,39,0.000327,0,0,0.0,0.000337,0.0,3.0999999999999995e-05,0.16666666663888888,26.0,0
2584,3,72,2,4,40,38,0.000341,0,0,0.0,0.00032133333333333336,0.0,1.4000000000000015e-05,0.6666666665555555,25.0,0
2643,3,74,2,4,23,39,0.000368,0,0,0.0,0.00034533333333333334,0.0,2.7000000000000006e-05,0.6666666665555555,23.0,0
2704,3,76,2,0,2,41,0.000428,0,0,0.0,0.000379,0.0,5.9999999999999995e-05,0.0,21.0,0
2764,3,78,5,1,20,39,0.000395,0,0,0.0,0.000397,0.0,-3.299999999999999e-05,0.16666666663888888,19.0,0
2824,3,79,1,5,27,41,0.000501,0,0,0.0,0.00044133333333333335,0.0,0.00010600000000000003,0.8333333331944445,18.0,0
2885,3,80,1,5,60,40,0.000521,0,0,0.0,0.00047233333333333334,0.0,1.9999999999999944e-05,0.8333333331944445,17.0,0
2945,3,82,3,3,15,39,0.00042,1,0,0.3333333333333333,0.00048066666666666673,1.0,-0.00010099999999999996,0.49999999991666666,15.0,0
3005,3,83,1,5,41,42,0.000627,0,0,0.3333333333333333,0.0005226666666666666,-1.0,0.00020699999999999994,0.8333333331944445,14.0,0
3066,3,86,2,4,13,40,0.000496,0,0,0.3333333333333333,0.0005143333333333333,0.0,-0.00013099999999999993,0.6666666665555555,11.0,0
3126,3,88,3,3,18,42,0.000635,0,0,0.0,0.000586,0.0,0.00013900000000000002,0.49999999991666666,9.0,0
3186,3,90,2,0,2,39,0.000465,0,0,0.0,0.000532,0.0,-0.00017,0.0,7.0,0
3246,3,91,2,4,34,40,0.000588,0,0,0.0,0.0005626666666666667,0.0,0.00012299999999999995,0.6666666665555555,6.0,0
3307,3,93,4,2,22,43,0.000777,0,0,0.0,0.00061,0.0,0.00018900000000000004,0.33333333327777775,4.0,0
3367,3,95,1,5,29,42,0.000751,0,0,0.0,0.0007053333333333333,0.0,-2.599999999999998e-05,0.8333333331944445,2.0,0
3427,3,97,3,3,21,41,0.000687,2,1,0.6666666666666666,0.0007383333333333334,2.0,-6.400000000000004e-05,0.49999999991666666,0.0,0
3488,3,99,4,2,19,42,0.000777,0,0,0.6666666666666666,0.0007383333333333334,-2.0,9.000000000000002e-05,0.33333333327777775,,1
