tick,block_id,erase_count,valid_pages,invalid_pages,retention_ticks,temp_c,rber,error_bits,uncorrectable
5883,1,164,2,4,45,38,0.001463,0,0
5883,2,165,3,3,22,39,0.001499,0,0
5883,3,162,2,4,11,42,0.001847,0,0
5883,4,164,5,1,17,38,0.001322,1,0
5883,5,162,1,0,1,41,0.001615,0,0
5943,0,167,3,3,25,41,0.001878,0,0
5943,1,166,5,1,19,43,0.002196,0,0
5943,2,167,2,0,8,39,0.001455,0,0
5943,3,164,2,4,14,43,0.002105,1,0
5943,4,166,1,0,1,38,0.001272,0,0
5943,5,163,2,4,31,41,0.001832,0,0
6003,0,168,3,3,27,40,0.001740,0,0
6003,1,168,3,3,16,41,0.001837,0,0
6003,2,168,4,1,5,39,0.001455,2,1
6003,3,166,2,4,22,41,0.001835,0,0
6003,4,168,2,0,11,42,0.001982,1,0
6003,5,165,1,5,33,40,0.001717,1,0
6064,0,170,4,2,19,42,0.002091,0,0
6064,1,170,3,1,8,38,0.001369,0,0
6064,2,170,0,0,2,40,0.001618,0,0
6064,3,168,2,4,14,38,0.001369,1,0
6064,4,169,4,2,26,43,0.002334,1,0
6064,5,167,2,4,38,41,0.001968,0,0
6124,0,172,2,0,8,41,0.001864,0,0
6124,1,171,3,3,40,41,0.002075,3,1
6124,2,171,3,3,26,40,0.001794,1,0
6124,3,170,2,4,20,39,0.001577,0,0
6124,4,171,3,3,14,42,0.002075,1,0
6124,5,169,2,0,2,38,0.001322,0,0
6184,0,174,2,0,17,39,0.001631,1,0
6184,1,173,3,3,27,41,0.002026,0,0
6184,2,173,2,3,12,40,0.001741,1,0
6184,3,172,3,3,22,43,0.002379,0,0
6184,4,171,1,5,74,42,0.002559,1,0
6184,5,171,4,2,6,42,0.002012,0,0
6245,0,175,3,3,23,41,0.002041,0,0
6245,1,175,5,1,11,40,0.001773,0,0
6245,2,175,2,0,6,42,0.002104,2,1
6245,3,174,1,0,1,43,0.002244,1,0
6245,4,174,3,3,18,43,0.002397,0,0
6245,5,172,1,5,42,39,0.001747,0,0
6305,0,177,2,0,14,43,0.002441,1,0
6305,1,176,2,4,37,38,0.001632,0,0
6305,2,176,2,4,26,40,0.001898,0,0
6305,3,175,1,5,20,38,0.001517,0,0
6305,4,176,6,0,8,42,0.002145,1,0
6305,5,175,2,0,2,39,0.001556,0,0
6365,0,178,3,3,37,43,0.002687,2,1
6365,1,178,3,3,13,38,0.001527,0,0
6365,2,178,1,1,20,42,0.002296,0,0
6365,3,177,2,4,31,40,0.001954,0,0
6365,4,177,5,1,7,41,0.001964,0,0
6365,5,177,1,0,1,40,0.001743,0,0
6425,0,180,3,3,30,38,0.001663,1,0
6425,1,180,3,3,25,40,0.001976,1,0
6425,2,180,3,0,6,40,0.001838,1,0
6425,3,178,3,3,43,40,0.002062,0,0
6425,4,179,1,0,1,38,0.001473,1,0
6425,5,178,2,4,13,43,0.002459,0,0
6485,0,182,1,1,7,42,0.002282,0,0
6485,1,181,3,3,44,40,0.002138,0,0
6485,2,181,3,3,19,38,0.001614,1,0
6485,3,180,2,4,25,39,0.001796,1,0
6485,4,181,5,1,13,42,0.002310,0,0
6485,5,180,1,0,1,39,0.001638,0,0
6545,0,183,2,4,39,39,0.001952,0,0
6545,1,183,1,5,34,39,0.001917,0,0
6545,2,183,2,1,21,40,0.002011,0,0
6545,3,181,4,2,15,40,0.001924,0,0
6545,4,183,0,0,2,43,0.002487,1,0
6545,5,182,6,0,9,39,0.001728,0,0
6605,0,185,4,2,29,38,0.001749,0,0
6605,1,185,2,1,7,40,0.001947,0,0
6605,2,184,3,3,18,43,0.002675,1,0
6605,3,183,4,2,24,40,0.002033,0,0
6605,4,185,0,0,1,38,0.001572,0,0
6605,5,183,2,4,13,41,0.002146,1,0
6664,0,187,0,1,11,41,0.002222,1,0
6664,1,186,4,2,35,40,0.002185,0,0
6664,2,186,4,2,17,38,0.001690,0,0
6664,3,184,2,4,29,39,0.001903,1,0
6664,4,186,4,0,4,41,0.002140,0,0
6664,5,185,1,5,23,40,0.002070,1,0
6724,0,189,2,0,9,40,0.002047,0,0
6724,1,188,2,4,19,39,0.001914,0,0
6724,2,188,4,2,14,43,0.002749,0,0
6724,3,186,4,0,4,40,0.001945,1,0
6724,4,187,1,5,31,38,0.001799,0,0
6724,5,186,2,4,57,38,0.001949,1,0
6785,0,190,3,3,31,40,0.002247,1,0
6785,1,190,1,1,19,40,0.002149,0,0
6785,2,189,2,4,41,42,0.002788,0,0
6785,3,188,4,2,13,39,0.001870,0,0
6785,4,189,4,2,7,43,0.002704,0,0
6785,5,189,1,0,1,41,0.002182,0,0
6845,0,191,3,3,45,40,0.002386,0,0
6845,1,192,0,0,3,43,0.002746,1,0
6845,2,191,4,2,8,42,0.002520,1,0
6845,3,190,2,4,27,42,0.002679,2,1
6845,4,190,1,5,33,38,0.001870,0,0
6845,5,191,5,1,15,42,0.002589,0,0
6905,0,193,5,1,7,41,0.002329,2,1
6905,1,193,2,2,33,41,0.002568,1,0
6905,2,192,2,4,52,42,0.002988,3,1
6905,3,193,0,0,2,42,0.002512,0,0
6905,4,192,5,1,13,41,0.002360,0,0
6905,5,192,1,5,27,42,0.002736,1,0
6965,0,195,0,2,21,43,0.003035,0,0
6965,1,194,3,3,26,41,0.002529,2,1
6965,2,194,3,1,4,40,0.002114,0,0
6965,3,194,3,3,16,38,0.001831,0,0
6965,4,194,5,1,10,43,0.002881,2,1
6965,5,194,1,5,32,40,0.002350,0,0
7025,0,197,2,0,10,43,0.002971,0,0
7025,1,196,3,3,22,39,0.002102,2,1
7025,2,196,5,1,16,38,0.001868,0,0
7025,3,196,3,1,4,41,0.002374,1,0
7025,4,195,1,5,40,43,0.003252,0,0
7025,5,195,1,5,58,42,0.003145,1,0
7085,0,198,4,2,33,40,0.002457,1,0
7085,1,198,4,1,10,41,0.002480,1,0
7085,2,197,1,5,27,41,0.002617,0,0
7085,3,198,0,0,3,42,0.002654,0,0
7085,4,197,2,4,22,43,0.003109,2,1
7085,5,197,4,2,16,39,0.002076,1,0
7145,0,200,4,2,15,40,0.002345,1,0
7145,1,200,0,0,3,39,0.002035,1,0
7145,2,199,2,4,33,39,0.002256,1,0
7145,3,199,3,3,26,41,0.002661,4,1
7145,4,199,1,5,20,42,0.002863,0,0
7145,5,198,5,1,9,39,0.002042,2,1
7206,0,202,2,0,13,41,0.002611,2,1
7206,1,201,2,4,31,39,0.002285,0,0
7206,2,201,2,4,25,39,0.002235,0,0
7206,3,201,5,1,7,43,0.003056,0,0
7206,4,201,3,3,19,41,0.002645,0,0
7206,5,200,1,0,1,38,0.001835,1,0
